prioridade_ml_hibrida;score_hibrido;probabilidade_ml;score;valor_ponderado_hibrido;prioridade;valor_ponderado;valor_potencial;id_oportunidade;etapa;vendedor;gerente;regional;conta;setor;produto;idade_dias;justificativa;riscos_principais;proxima_acao
C - Nutrir / validar;49,8;0,4755794289237911;51,6;545,81;C - Nutrir / validar;565,54;1096;OP-08737;Em negociação;Débora Medeiros;Gustavo Ferreira;Oeste;;;Solução Atlas Plus Essencial;142,0;"já está em negociação, portanto está mais avançada no funil; histórico do vendedor acima da média (70% vs média 63%)";"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,8;0,3545973300329244;61,5;273,9;B - Trabalhar nesta semana;338,25;550;OP-00107;Em negociação;Débora Medeiros;Gustavo Ferreira;Oeste;Kairós Varejo Ltda.;serviços;Solução Atlas Essencial;407,0;"já está em negociação, portanto está mais avançada no funil; histórico do vendedor acima da média (70% vs média 63%)";oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;49,8;0,48670872758724687;50,8;27,39;C - Nutrir / validar;27,94;55;OP-01535;Em negociação;Débora Medeiros;Gustavo Ferreira;Oeste;;;Módulo Horizonte Especial;222,0;"já está em negociação, portanto está mais avançada no funil; histórico do vendedor acima da média (70% vs média 63%)";"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,8;0,48670872758724687;50,8;27,39;C - Nutrir / validar;27,94;55;OP-07070;Em negociação;Débora Medeiros;Gustavo Ferreira;Oeste;;;Módulo Horizonte Especial;215,0;"já está em negociação, portanto está mais avançada no funil; histórico do vendedor acima da média (70% vs média 63%)";"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,8;0,48670872758724687;50,8;27,39;C - Nutrir / validar;27,94;55;OP-07524;Em negociação;Débora Medeiros;Gustavo Ferreira;Oeste;;;Módulo Horizonte Especial;181,0;"já está em negociação, portanto está mais avançada no funil; histórico do vendedor acima da média (70% vs média 63%)";"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,8;0,48670872758724687;50,8;27,39;C - Nutrir / validar;27,94;55;OP-01787;Em negociação;Débora Medeiros;Gustavo Ferreira;Oeste;;;Módulo Horizonte Especial;161,0;"já está em negociação, portanto está mais avançada no funil; histórico do vendedor acima da média (70% vs média 63%)";"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,8;0,48670872758724687;50,7;27,39;C - Nutrir / validar;27,88;55;OP-04621;Em negociação;Débora Medeiros;Gustavo Ferreira;Oeste;;;Módulo Horizonte Especial;254,0;"já está em negociação, portanto está mais avançada no funil; histórico do vendedor acima da média (70% vs média 63%)";"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,8;0,5574535612681243;45,0;27,39;D - Baixa prioridade;24,75;55;OP-00741;Prospecção;Fernanda Valente;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,8;0,5574535612681243;45,0;27,39;D - Baixa prioridade;24,75;55;OP-00328;Prospecção;Fernanda Valente;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,8;0,5574535612681243;45,0;27,39;D - Baixa prioridade;24,75;55;OP-04638;Prospecção;Fernanda Valente;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,8;0,5574535612681243;45,0;27,39;D - Baixa prioridade;24,75;55;OP-01013;Prospecção;Fernanda Valente;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,8;0,5574535612681243;45,0;27,39;D - Baixa prioridade;24,75;55;OP-05137;Prospecção;Fernanda Valente;Débora Santos;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,8;0,5574535612681243;44,9;27,39;D - Baixa prioridade;24,7;55;OP-00190;Prospecção;Sofia Ishikawa;Eduardo Macedo;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,8;0,5574535612681243;44,9;27,39;D - Baixa prioridade;24,7;55;OP-04131;Prospecção;Sofia Ishikawa;Eduardo Macedo;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,8;0,5574535612681243;44,9;27,39;D - Baixa prioridade;24,7;55;OP-03453;Prospecção;Sofia Ishikawa;Eduardo Macedo;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,8;0,5574535612681243;44,9;27,39;D - Baixa prioridade;24,7;55;OP-03435;Prospecção;Sofia Ishikawa;Eduardo Macedo;Centro;;;Módulo Horizonte Especial;;score sustentado principalmente pela média histórica do funil;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,7;0,46364196928888884;52,5;2724,55;C - Nutrir / validar;2878,05;5482;OP-00962;Em negociação;Mariana Lima;Débora Santos;Centro;;;Solução Atlas Plus Profissional;164,0;"já está em negociação, portanto está mais avançada no funil; valor potencial relevante sem dominar sozinho o score";"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,7;0,33665384213428684;62,9;2396,04;B - Trabalhar nesta semana;3032,41;4821;OP-00515;Em negociação;Tatiana Castro;Gustavo Ferreira;Oeste;Imperial Financeira Ltda.;varejo;Solução Atlas Profissional;189,0;"já está em negociação, portanto está mais avançada no funil; valor potencial relevante sem dominar sozinho o score";oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;49,7;0,5368243748167425;46,5;2396,04;D - Baixa prioridade;2241,76;4821;OP-02191;Prospecção;Sofia Ishikawa;Eduardo Macedo;Centro;;;Solução Atlas Profissional;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,7;0,5368243748167425;46,5;2396,04;D - Baixa prioridade;2241,76;4821;OP-02258;Prospecção;Sofia Ishikawa;Eduardo Macedo;Centro;;;Solução Atlas Profissional;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,7;0,5368243748167425;46,5;2396,04;D - Baixa prioridade;2241,76;4821;OP-02163;Prospecção;Sofia Ishikawa;Eduardo Macedo;Centro;;;Solução Atlas Profissional;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,7;0,5368243748167425;46,5;2396,04;D - Baixa prioridade;2241,76;4821;OP-06560;Prospecção;Sofia Ishikawa;Eduardo Macedo;Centro;;;Solução Atlas Profissional;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,7;0,5368243748167425;46,5;2396,04;D - Baixa prioridade;2241,76;4821;OP-03703;Prospecção;Sofia Ishikawa;Eduardo Macedo;Centro;;;Solução Atlas Profissional;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,7;0,5368243748167425;46,5;2396,04;D - Baixa prioridade;2241,76;4821;OP-05907;Prospecção;Sofia Ishikawa;Eduardo Macedo;Centro;;;Solução Atlas Profissional;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,7;0,5368243748167425;46,5;2396,04;D - Baixa prioridade;2241,76;4821;OP-03776;Prospecção;Sofia Ishikawa;Eduardo Macedo;Centro;;;Solução Atlas Profissional;;valor potencial relevante sem dominar sozinho o score;"ainda está em prospecção, então precisa validar necessidade e timing; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,7;0,34158402986825953;62,5;1686,32;B - Trabalhar nesta semana;2120,62;3393;OP-05028;Em negociação;Leonardo Henriques;Amanda Azevedo;Leste;União Indústria Ltda.;varejo;Módulo Horizonte Avançado;180,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;49,7;0,34158402986825953;62,5;1686,32;B - Trabalhar nesta semana;2120,62;3393;OP-07279;Em negociação;Tiago Martins;Gustavo Ferreira;Oeste;União Indústria Ltda.;varejo;Módulo Horizonte Avançado;165,0;já está em negociação, portanto está mais avançada no funil;oportunidade parece fria pelo tempo no pipeline;Reaquecer: validar se ainda existe dor, orçamento e janela de decisão.
C - Nutrir / validar;49,7;0,4755794289237911;51,5;544,71;C - Nutrir / validar;564,44;1096;OP-00088;Em negociação;Débora Medeiros;Gustavo Ferreira;Oeste;;;Solução Atlas Plus Essencial;238,0;"já está em negociação, portanto está mais avançada no funil; histórico do vendedor acima da média (70% vs média 63%)";"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
C - Nutrir / validar;49,7;0,4755794289237911;51,5;544,71;C - Nutrir / validar;564,44;1096;OP-07434;Em negociação;Débora Medeiros;Gustavo Ferreira;Oeste;;;Solução Atlas Plus Essencial;224,0;"já está em negociação, portanto está mais avançada no funil; histórico do vendedor acima da média (70% vs média 63%)";"oportunidade parece fria pelo tempo no pipeline; dado incompleto: conta não informada; dado incompleto: setor não informado";Completar conta e contexto antes de investir tempo comercial relevante.
